abilities	against_bug	against_dark	against_dragon	against_electric	against_fairy	against_fight	against_fire	against_flying	against_ghost	against_grass	against_ground	against_ice	against_normal	against_poison	against_psychic	against_rock	against_steel	against_water	attack	base_egg_steps	base_happiness	base_total	capture_rate	classfication	defense	experience_growth	hp	japanese_name	name	pokedex_number	sp_attack	sp_defense	speed	type1	generation	is_legendary
"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']"	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	115	3840	70	487	90	Wolf Pokmon	75	1000000	85	Lugarugan (mahiru No Sugata)???K???K??	Lycanroc	745	55	75	82	rock	7	0
['Schooling']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	140	3840	70	620	60	Small Fry Pokmon	130	800000	45	Yowashi (tandoku No Sugata)?????V	Wishiwashi	746	140	135	30	water	7	0
"['Merciless', 'Limber', 'Regenerator']"	0.5	1	1	2	0.5	0.5	0.5	1	1	1	2	0.5	1	0.5	2	1	0.5	0.5	53	5120	70	305	190	Brutal Star Pokmon	62	1000000	50	Hidoide?q?h?C?f	Mareanie	747	43	52	45	poison	7	0
"['Merciless', 'Limber', 'Regenerator']"	0.5	1	1	2	0.5	0.5	0.5	1	1	1	2	0.5	1	0.5	2	1	0.5	0.5	63	5120	70	495	75	Brutal Star Pokmon	152	1000000	50	Dohidoide?h?q?h?C?f	Toxapex	748	53	142	35	poison	7	0
"['Own Tempo', 'Stamina', 'Inner Focus']"	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	100	5120	70	385	190	Donkey Pokmon	70	1000000	70	Dorobanko?h???o???R	Mudbray	749	45	55	45	ground	7	0
"['Own Tempo', 'Stamina', 'Inner Focus']"	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	125	5120	70	500	60	Draft Horse Pokmon	100	1000000	100	Banbadoro?o???o?h??	Mudsdale	750	55	85	35	ground	7	0
"['Water Bubble', 'Water Absorb']"	1	1	1	2	1	0.5	1	2	1	1	0.5	0.5	1	1	1	2	0.5	0.5	40	3840	70	269	200	Water Bubble Pokmon	52	1000000	38	Shizukumo?V?Y?N??	Dewpider	751	40	72	27	water	7	0
"['Water Bubble', 'Water Absorb']"	1	1	1	2	1	0.5	1	2	1	1	0.5	0.5	1	1	1	2	0.5	0.5	70	3840	70	454	100	Water Bubble Pokmon	92	1000000	68	Onishizukumo?I?j?V?Y?N??	Araquanid	752	50	132	42	water	7	0
"['Leaf Guard', 'Contrary']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	55	5120	70	250	190	Sickle Grass Pokmon	35	1000000	40	Karikiri?J???L??	Fomantis	753	50	35	35	grass	7	0
"['Leaf Guard', 'Contrary']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	105	5120	70	480	75	Bloom Sickle Pokmon	90	1000000	70	Lalantes???????e?X	Lurantis	754	80	90	45	grass	7	0
"['Illuminate', 'Effect Spore', 'Rain Dish']"	1	0.5	0	0.5	1	0.5	2	2	1	0.5	0.5	2	1	4	1	1	2	0.5	35	5120	70	285	190	Illuminating Pokmon	55	1000000	40	Nemasyu?l?}?V??	Morelull	755	65	75	15	grass	7	0
"['Illuminate', 'Effect Spore', 'Rain Dish']"	1	0.5	0	0.5	1	0.5	2	2	1	0.5	0.5	2	1	4	1	1	2	0.5	45	5120	70	405	75	Illuminating Pokmon	80	1000000	60	Mashade?}?V?F?[?h	Shiinotic	756	90	100	30	grass	7	0
"['Corrosion', 'Oblivious']"	0.25	1	1	1	0.25	0.5	0.5	1	1	0.25	4	0.5	1	0.5	2	2	0.5	2	44	5120	70	320	120	Toxic Lizard Pokmon	40	1000000	48	Yatoumori???g?E????	Salandit	757	71	40	77	poison	7	0
"['Corrosion', 'Oblivious']"	0.25	1	1	1	0.25	0.5	0.5	1	1	0.25	4	0.5	1	0.5	2	2	0.5	2	64	5120	70	480	45	Toxic Lizard Pokmon	60	1000000	68	Ennewt?G???j???[?g	Salazzle	758	111	60	117	poison	7	0
"['Fluffy', 'Klutz', 'Cute Charm']"	0.5	0.5	1	1	2	2	1	2	0	1	1	1	1	1	2	0.5	1	1	75	3840	70	340	140	Flailing Pokmon	50	1000000	70	Nuikoguma?k?C?R?O?}	Stufful	759	45	50	50	normal	7	0
"['Fluffy', 'Klutz', 'Unnerve']"	0.5	0.5	1	1	2	2	1	2	0	1	1	1	1	1	2	0.5	1	1	125	3840	70	500	70	Strong Arm Pokmon	80	1000000	120	Kiteruguma?L?e???O?}	Bewear	760	55	60	60	normal	7	0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	30	5120	70	210	235	Fruit Pokmon	38	1059860	42	Amakaji?A?}?J?W	Bounsweet	761	30	38	32	grass	7	0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	40	5120	70	290	120	Fruit Pokmon	48	1059860	52	Amamaiko?A?}?}?C?R	Steenee	762	40	48	62	grass	7	0
"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	120	5120	70	510	45	Fruit Pokmon	98	1059860	72	Amajo?A?}?[?W??	Tsareena	763	50	98	72	grass	7	0
"['Flower Veil', 'Triage', 'Natural Cure']"	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	52	5120	70	485	60	Posy Picker Pokmon	90	800000	51	Cuwawa?L???????[	Comfey	764	82	110	100	fairy	7	0
"['Inner Focus', 'Telepathy', 'Symbiosis']"	2	2	1	1	1	1	1	1	0	1	1	1	1	1	0.5	1	1	1	60	5120	70	490	45	Sage Pokmon	80	1250000	90	Yareyuutan???????[?^??	Oranguru	765	90	110	60	normal	7	0
"['Receiver', 'Defiant']"	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	120	5120	70	490	45	Teamwork Pokmon	90	1250000	100	Nagetukesaru?i?Q?c?P?T??	Passimian	766	40	60	80	fighting	7	0
['Wimp Out']	1	1	1	2	1	0.5	1	2	1	1	0.5	0.5	1	1	1	2	0.5	0.5	35	5120	70	230	90	Turn Tail Pokmon	40	1000000	25	Kosokumushi?R?\?N???V	Wimpod	767	20	30	80	bug	7	0
['Emergency Exit']	1	1	1	2	1	0.5	1	2	1	1	0.5	0.5	1	1	1	2	0.5	0.5	125	5120	70	530	45	Hard Scale Pokmon	140	1000000	75	Gusokumusha?O?\?N???V??	Golisopod	768	60	90	40	bug	7	0
"['Water Compaction', 'Sand Veil']"	0.5	2	1	0	1	0	1	1	2	2	1	2	0	0.25	1	0.5	1	2	55	3840	70	320	140	Sand Heap Pokmon	80	1000000	55	Sunaba?X?i?o?@	Sandygast	769	70	45	15	ghost	7	0
"['Water Compaction', 'Sand Veil']"	0.5	2	1	0	1	0	1	1	2	2	1	2	0	0.25	1	0.5	1	2	75	3840	70	480	60	Sand Castle Pokmon	110	1000000	85	Sirodethna?V???f?X?i	Palossand	770	100	75	35	ghost	7	0
"['Innards Out', 'Unaware']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	60	3840	70	410	60	Sea Cucumber Pokmon	130	800000	55	Namakobushi?i?}?R?u?V	Pyukumuku	771	30	130	5	water	7	0
['Battle Armor']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	95	30720	0	534	3	Synthetic Pokmon	95	1250000	95	Type: Null?^?C?v?F?k??	Type: Null	772	95	95	59	normal	7	0
['RKS System']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	95	30720	0	570	3	Synthetic Pokmon	95	1250000	95	Silvady?V?????@?f?B	Silvally	773	95	95	95	normal	7	0
['Shields Down']	0.5	1	1	2	1	1	0.5	0.5	1	1	0	2	0.5	0.5	1	2	2	2	100	6400	70	500	30	Meteor Pokmon	60	1059860	60	Meteno???e?m	Minior	774	100	60	120	rock	7	0
['Comatose']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	115	5120	70	480	45	Drowsing Pokmon	65	1250000	65	Nekkoara?l?b?R?A??	Komala	775	75	95	65	normal	7	0
['Shell Armor']	0.5	1	2	0.5	1	1	0.25	1	1	0.25	2	1	1	1	1	2	0.5	1	78	5120	70	485	70	Blast Turtle Pokmon	135	1000000	60	Bakugames?o?N?K???X	Turtonator	776	91	85	36	fire	7	0
"['Iron Barbs', 'Lightningrod', 'Sturdy']"	0.5	1	0.5	0.5	0.5	2	2	0.25	1	0.5	4	0.5	0.5	0	0.5	0.5	0.25	1	98	2560	70	435	180	Roly-Poly Pokmon	63	1000000	65	Togedemaru?g?Q?f?}??	Togedemaru	777	40	73	96	electric	7	0
['Disguise']	0.25	1	0	1	1	0	1	1	2	1	1	1	0	1	1	1	2	1	90	5120	70	476	45	Disguise Pokmon	80	1000000	55	Mimikkyu?~?~?b?L??	Mimikyu	778	50	105	96	ghost	7	0
"['Dazzling', 'Strong Jaw', 'Wonder Skin ']"	2	2	1	2	1	0.5	0.5	1	2	2	1	0.5	1	1	0.5	1	0.5	0.5	105	3840	70	475	80	Gnash Teeth Pokmon	70	1000000	68	Hagigishiri?n?M?M?V??	Bruxish	779	70	70	92	water	7	0
"['Berserk', 'Sap Sipper', 'Cloud Nine']"	1	1	2	0.5	2	2	0.5	1	0	0.5	1	2	1	1	1	1	1	0.5	60	5120	70	485	70	Placid Pokmon	85	1000000	78	Jijilong?W?W?[????	Drampa	780	135	91	36	normal	7	0
['Steelworker']	1	2	1	0.5	1	0	2	2	2	0.5	0.5	2	0	1	1	1	1	0.5	131	6400	70	517	25	Sea Creeper Pokmon	100	1000000	70	Dadarin?_?_????	Dhelmise	781	86	90	40	ghost	7	0
"['Bulletproof', 'Soundproof', 'Overcoat']"	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	55	10240	70	300	45	Scaly Pokmon	65	1250000	45	Jyarako?W?????R	Jangmo-o	782	45	45	45	dragon	7	0
"['Bulletproof', 'Soundproof', 'Overcoat']"	0.5	0.5	2	0.5	4	1	0.5	2	1	0.5	1	2	1	1	2	0.5	1	0.5	75	10240	70	420	45	Scaly Pokmon	90	1250000	55	Jyarango?W???????S	Hakamo-o	783	65	70	65	dragon	7	0
"['Bulletproof', 'Soundproof', 'Overcoat']"	0.5	0.5	2	0.5	4	1	0.5	2	1	0.5	1	2	1	1	2	0.5	1	0.5	110	10240	70	600	45	Scaly Pokmon	125	1250000	75	Jyararanga?W?????????K	Kommo-o	784	100	105	85	dragon	7	0
"['Electric Surge', 'Telepathy']"	0.5	0.5	0	0.5	1	0.5	1	0.5	1	1	2	1	1	2	1	1	1	1	115	3840	70	570	3	Land Spirit Pokmon	85	1250000	70	Kapu-kokeko?J?v?E?R?P?R	Tapu Koko	785	95	75	130	electric	7	1
"['Psychic Surge', 'Telepathy']"	1	1	0	1	1	0.25	1	1	2	1	1	1	1	2	0.5	1	2	1	85	3840	70	570	3	Land Spirit Pokmon	75	1250000	70	Kapu-tetefu?J?v?E?e?e?t	Tapu Lele	786	130	115	95	psychic	7	1
"['Grassy Surge', 'Telepathy']"	1	0.5	0	0.5	1	0.5	2	2	1	0.5	0.5	2	1	4	1	1	2	0.5	130	3840	70	570	3	Land Spirit Pokmon	115	1250000	70	Kapu-bulul?J?v?E?u????	Tapu Bulu	787	85	95	75	grass	7	1
"['Misty Surge', 'Telepathy']"	0.5	0.5	0	2	1	0.5	0.5	1	1	2	1	0.5	1	2	1	1	1	0.5	75	3840	70	570	3	Land Spirit Pokmon	115	1250000	70	Kapu-rehire?J?v?E???q??	Tapu Fini	788	95	130	85	water	7	1
['Unaware']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	29	30720	0	200	45	Nebula Pokmon	31	1250000	43	Cosmog?R?X???b?O	Cosmog	789	29	31	37	psychic	7	1
['Sturdy']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	29	30720	0	400	45	Protostar Pokmon	131	1250000	43	Cosmovum?R?X???E??	Cosmoem	790	29	131	37	psychic	7	1
['Full Metal Body']	1	2	0.5	1	0.5	1	2	0.5	2	0.5	2	0.5	0.5	0	0.25	0.5	0.5	1	137	30720	0	680	45	Sunne Pokmon	107	1250000	137	Solgaleo?\???K???I	Solgaleo	791	113	89	97	psychic	7	1
['Shadow Shield']	1	4	1	1	1	0	1	1	4	1	1	1	0	0.5	0.5	1	1	1	113	30720	0	680	45	Moone Pokmon	89	1250000	137	Lunala???i?A?[??	Lunala	792	137	107	97	psychic	7	1
['Beast Boost']	0.5	1	1	1	0.5	1	0.5	0.5	1	1	4	1	0.5	0.25	2	1	2	2	53	30720	0	570	45	Parasite Pokmon	47	1250000	109	Uturoid?E?c???C?h	Nihilego	793	127	131	103	rock	7	1
['Beast Boost']	0.5	0.5	1	1	2	0.5	2	4	1	0.5	0.5	1	1	1	2	1	1	1	139	30720	0	570	25	Swollen Pokmon	139	1250000	107	Massivoon?}?b?V?u?[??	Buzzwole	794	53	53	79	bug	7	1
['Beast Boost']	0.5	0.5	1	1	2	0.5	2	4	1	0.5	0.5	1	1	1	2	1	1	1	137	30720	0	570	255	Lissome Pokmon	37	1250000	71	Pheroache?t?F???[?`?F	Pheromosa	795	137	37	151	bug	7	1
['Beast Boost']	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	89	30720	0	570	30	Glowing Pokmon	71	1250000	83	Denjyumoku?f???W?????N	Xurkitree	796	173	71	83	electric	7	1
['Beast Boost']	0.25	1	0.5	2	0.5	1	2	0.5	1	0.25	0	1	0.5	0	0.5	1	0.5	1	101	30720	0	570	25	Launch Pokmon	103	1250000	97	Tekkaguya?e?b?J?O??	Celesteela	797	107	101	61	steel	7	1
['Beast Boost']	1	1	0.5	0.5	0.5	2	4	1	1	0.25	1	1	0.5	0	0.5	0.5	0.5	0.5	181	30720	0	570	255	Drawn Sword Pokmon	131	1250000	59	Kamiturugi?J?~?c???M	Kartana	798	59	31	109	grass	7	1
['Beast Boost']	2	0.5	2	0.5	4	2	0.5	1	0.5	0.5	1	2	1	1	0	1	1	0.5	101	30720	0	570	15	Junkivore Pokmon	53	1250000	223	Akuziking?A?N?W?L???O	Guzzlord	799	97	53	43	dark	7	1
['Prism Armor']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	107	30720	0	600	3	Prism Pokmon	101	1250000	97	Necrozma?l?N???Y?}	Necrozma	800	127	89	79	psychic	7	1
['Soul-Heart']	0.25	0.5	0	1	0.5	1	2	0.5	1	0.5	2	0.5	0.5	0	0.5	0.5	1	1	95	30720	0	600	3	Artificial Pokmon	115	1250000	80	Magearna?}?M?A?i	Magearna	801	130	115	65	steel	7	1
